order_item_id,order_id,date_key,time_key,pizza_key,order_ts,quantity,unit_price,total_price,total_price_source,price_variance_flag,order_line_count,order_pizza_count,order_total_value
14889,6521,20150420,13,7,2015-04-20 13:01:34,1,16.25,16.25,16.25,False,2,2,34.75
14890,6521,20150420,13,21,2015-04-20 13:01:34,1,18.5,18.5,18.5,False,2,2,34.75
14891,6522,20150420,13,21,2015-04-20 13:14:21,1,18.5,18.5,18.5,False,1,1,18.5
14892,6523,20150420,13,4,2015-04-20 13:15:19,1,12.0,12.0,12.0,False,3,3,45.5
14893,6523,20150420,13,66,2015-04-20 13:15:19,1,12.75,12.75,12.75,False,3,3,45.5
14894,6523,20150420,13,80,2015-04-20 13:15:19,1,20.75,20.75,20.75,False,3,3,45.5
14895,6524,20150420,13,34,2015-04-20 13:39:53,1,16.5,16.5,16.5,False,1,1,16.5
14896,6525,20150420,13,71,2015-04-20 13:55:30,1,20.75,20.75,20.75,False,1,1,20.75
14897,6526,20150420,13,10,2015-04-20 13:58:18,1,16.75,16.75,16.75,False,13,14,210.25
14898,6526,20150420,13,13,2015-04-20 13:58:18,1,16.75,16.75,16.75,False,13,14,210.25
14899,6526,20150420,13,17,2015-04-20 13:58:18,1,20.75,20.75,20.75,False,13,14,210.25
14900,6526,20150420,13,16,2015-04-20 13:58:18,1,16.75,16.75,16.75,False,13,14,210.25
14901,6526,20150420,13,18,2015-04-20 13:58:18,1,12.0,12.0,12.0,False,13,14,210.25
14902,6526,20150420,13,29,2015-04-20 13:58:18,1,16.5,16.5,16.5,False,13,14,210.25
14903,6526,20150420,13,27,2015-04-20 13:58:18,2,10.5,21.0,21.0,False,13,14,210.25
14904,6526,20150420,13,47,2015-04-20 13:58:18,1,20.5,20.5,20.5,False,13,14,210.25
14905,6526,20150420,13,49,2015-04-20 13:58:18,1,14.5,14.5,14.5,False,13,14,210.25
14906,6526,20150420,13,52,2015-04-20 13:58:18,1,12.5,12.5,12.5,False,13,14,210.25
14907,6526,20150420,13,66,2015-04-20 13:58:18,1,12.75,12.75,12.75,False,13,14,210.25
14908,6526,20150420,13,82,2015-04-20 13:58:18,1,16.75,16.75,16.75,False,13,14,210.25
14909,6526,20150420,13,81,2015-04-20 13:58:18,1,12.75,12.75,12.75,False,13,14,210.25
14910,6527,20150420,14,41,2015-04-20 14:32:05,1,20.25,20.25,20.25,False,1,1,20.25
14911,6528,20150420,15,4,2015-04-20 15:00:57,1,12.0,12.0,12.0,False,1,1,12.0
14912,6529,20150420,15,87,2015-04-20 15:01:00,1,25.5,25.5,25.5,False,1,1,25.5
14913,6530,20150420,15,4,2015-04-20 15:02:16,1,12.0,12.0,12.0,False,2,2,28.0
14914,6530,20150420,15,25,2015-04-20 15:02:16,1,16.0,16.0,16.0,False,2,2,28.0
14915,6531,20150420,15,22,2015-04-20 15:14:43,1,14.75,14.75,14.75,False,2,2,31.25
14916,6531,20150420,15,34,2015-04-20 15:14:43,1,16.5,16.5,16.5,False,2,2,31.25
14917,6532,20150420,15,5,2015-04-20 15:23:04,1,23.65,23.65,23.65,False,1,1,23.65
14918,6533,20150420,15,59,2015-04-20 15:45:51,1,20.75,20.75,20.75,False,1,1,20.75
14919,6534,20150420,15,16,2015-04-20 15:46:47,1,16.75,16.75,16.75,False,2,2,27.75
14920,6534,20150420,15,48,2015-04-20 15:46:47,1,11.0,11.0,11.0,False,2,2,27.75
14921,6535,20150420,16,15,2015-04-20 16:01:28,1,12.75,12.75,12.75,False,3,3,46.7
14922,6535,20150420,16,23,2015-04-20 16:01:28,1,17.95,17.95,17.95,False,3,3,46.7
14923,6535,20150420,16,43,2015-04-20 16:01:28,1,16.0,16.0,16.0,False,3,3,46.7
14924,6536,20150420,16,14,2015-04-20 16:04:24,1,20.75,20.75,20.75,False,1,1,20.75
14925,6537,20150420,16,90,2015-04-20 16:39:18,1,16.0,16.0,16.0,False,1,1,16.0
14926,6538,20150420,16,43,2015-04-20 16:54:20,1,16.0,16.0,16.0,False,1,1,16.0
14927,6539,20150420,16,22,2015-04-20 16:54:26,1,14.75,14.75,14.75,False,1,1,14.75
14928,6540,20150420,17,10,2015-04-20 17:20:35,1,16.75,16.75,16.75,False,1,1,16.75
14929,6541,20150420,17,52,2015-04-20 17:32:58,1,12.5,12.5,12.5,False,1,1,12.5
14930,6542,20150420,17,48,2015-04-20 17:33:09,1,11.0,11.0,11.0,False,2,2,27.5
14931,6542,20150420,17,79,2015-04-20 17:33:09,1,16.5,16.5,16.5,False,2,2,27.5
14932,6543,20150420,17,23,2015-04-20 17:37:59,1,17.95,17.95,17.95,False,2,2,38.45
14933,6543,20150420,17,32,2015-04-20 17:37:59,1,20.5,20.5,20.5,False,2,2,38.45
14934,6544,20150420,17,8,2015-04-20 17:38:07,1,20.25,20.25,20.25,False,3,3,56.5
14935,6544,20150420,17,25,2015-04-20 17:38:07,1,16.0,16.0,16.0,False,3,3,56.5
14936,6544,20150420,17,44,2015-04-20 17:38:07,1,20.25,20.25,20.25,False,3,3,56.5
14937,6545,20150420,17,51,2015-04-20 17:43:43,1,9.75,9.75,9.75,False,2,2,30.25
14938,6545,20150420,17,86,2015-04-20 17:43:43,1,20.5,20.5,20.5,False,2,2,30.25
14939,6546,20150420,17,4,2015-04-20 17:49:55,1,12.0,12.0,12.0,False,2,2,24.0
14940,6546,20150420,17,39,2015-04-20 17:49:55,1,12.0,12.0,12.0,False,2,2,24.0
14941,6547,20150420,17,58,2015-04-20 17:50:47,1,16.5,16.5,16.5,False,1,1,16.5
14942,6548,20150420,17,4,2015-04-20 17:55:03,1,12.0,12.0,12.0,False,1,1,12.0
14943,6549,20150420,18,52,2015-04-20 18:07:00,1,12.5,12.5,12.5,False,2,2,25.25
14944,6549,20150420,18,66,2015-04-20 18:07:00,1,12.75,12.75,12.75,False,2,2,25.25
14945,6550,20150420,18,4,2015-04-20 18:14:45,1,12.0,12.0,12.0,False,2,2,27.25
14946,6550,20150420,18,53,2015-04-20 18:14:45,1,15.25,15.25,15.25,False,2,2,27.25
14947,6551,20150420,18,24,2015-04-20 18:34:05,1,12.0,12.0,12.0,False,1,1,12.0
14948,6552,20150420,18,19,2015-04-20 18:34:43,1,16.0,16.0,16.0,False,4,4,67.75
14949,6552,20150420,18,27,2015-04-20 18:34:43,1,10.5,10.5,10.5,False,4,4,67.75
14950,6552,20150420,18,56,2015-04-20 18:34:43,1,20.75,20.75,20.75,False,4,4,67.75
14951,6552,20150420,18,86,2015-04-20 18:34:43,1,20.5,20.5,20.5,False,4,4,67.75
14952,6553,20150420,18,71,2015-04-20 18:38:03,1,20.75,20.75,20.75,False,2,2,32.75
14953,6553,20150420,18,89,2015-04-20 18:38:03,1,12.0,12.0,12.0,False,2,2,32.75
14954,6554,20150420,18,5,2015-04-20 18:43:08,1,23.65,23.65,23.65,False,3,4,62.15
14955,6554,20150420,18,28,2015-04-20 18:43:08,2,13.25,26.5,26.5,False,3,4,62.15
14956,6554,20150420,18,39,2015-04-20 18:43:08,1,12.0,12.0,12.0,False,3,4,62.15
14957,6555,20150420,18,3,2015-04-20 18:47:24,1,20.75,20.75,20.75,False,4,4,78.25
14958,6555,20150420,18,29,2015-04-20 18:47:24,1,16.5,16.5,16.5,False,4,4,78.25
14959,6555,20150420,18,68,2015-04-20 18:47:24,1,20.75,20.75,20.75,False,4,4,78.25
14960,6555,20150420,18,77,2015-04-20 18:47:24,1,20.25,20.25,20.25,False,4,4,78.25
14961,6556,20150420,18,89,2015-04-20 18:50:27,1,12.0,12.0,12.0,False,1,1,12.0
14962,6557,20150420,18,13,2015-04-20 18:56:57,1,16.75,16.75,16.75,False,2,2,33.25
14963,6557,20150420,18,29,2015-04-20 18:56:57,1,16.5,16.5,16.5,False,2,2,33.25
14964,6558,20150420,19,55,2015-04-20 19:10:59,1,16.5,16.5,16.5,False,1,1,16.5
14965,6559,20150420,19,20,2015-04-20 19:16:53,1,20.5,20.5,20.5,False,1,1,20.5
14966,6560,20150420,19,4,2015-04-20 19:26:26,1,12.0,12.0,12.0,False,2,2,32.75
14967,6560,20150420,19,83,2015-04-20 19:26:26,1,20.75,20.75,20.75,False,2,2,32.75
14968,6561,20150420,19,16,2015-04-20 19:42:52,1,16.75,16.75,16.75,False,2,2,37.0
14969,6561,20150420,19,62,2015-04-20 19:42:52,1,20.25,20.25,20.25,False,2,2,37.0
14970,6562,20150420,19,22,2015-04-20 19:56:27,1,14.75,14.75,14.75,False,3,3,56.25
14971,6562,20150420,19,71,2015-04-20 19:56:27,1,20.75,20.75,20.75,False,3,3,56.25
14972,6562,20150420,19,83,2015-04-20 19:56:27,1,20.75,20.75,20.75,False,3,3,56.25
14973,6563,20150420,20,34,2015-04-20 20:02:47,1,16.5,16.5,16.5,False,3,3,58.0
14974,6563,20150420,20,68,2015-04-20 20:02:47,1,20.75,20.75,20.75,False,3,3,58.0
14975,6563,20150420,20,71,2015-04-20 20:02:47,1,20.75,20.75,20.75,False,3,3,58.0
14976,6564,20150420,20,2,2015-04-20 20:06:00,1,16.75,16.75,16.75,False,3,3,49.0
14977,6564,20150420,20,61,2015-04-20 20:06:00,1,16.25,16.25,16.25,False,3,3,49.0
14978,6564,20150420,20,76,2015-04-20 20:06:00,1,16.0,16.0,16.0,False,3,3,49.0
14979,6565,20150420,20,4,2015-04-20 20:13:39,1,12.0,12.0,12.0,False,1,1,12.0
14980,6566,20150420,20,37,2015-04-20 20:43:34,1,16.75,16.75,16.75,False,1,1,16.75
14981,6567,20150420,20,44,2015-04-20 20:44:30,1,20.25,20.25,20.25,False,2,2,32.25
14982,6567,20150420,20,45,2015-04-20 20:44:30,1,12.0,12.0,12.0,False,2,2,32.25
14983,6568,20150420,21,17,2015-04-20 21:05:57,1,20.75,20.75,20.75,False,3,3,55.25
14984,6568,20150420,21,21,2015-04-20 21:05:57,1,18.5,18.5,18.5,False,3,3,55.25
14985,6568,20150420,21,40,2015-04-20 21:05:57,1,16.0,16.0,16.0,False,3,3,55.25
14986,6569,20150420,21,4,2015-04-20 21:07:39,1,12.0,12.0,12.0,False,2,2,28.0
14987,6569,20150420,21,19,2015-04-20 21:07:39,1,16.0,16.0,16.0,False,2,2,28.0
14988,6570,20150420,21,19,2015-04-20 21:24:18,1,16.0,16.0,16.0,False,3,3,46.5
14989,6570,20150420,21,21,2015-04-20 21:24:18,1,18.5,18.5,18.5,False,3,3,46.5
14990,6570,20150420,21,42,2015-04-20 21:24:18,1,12.0,12.0,12.0,False,3,3,46.5
14991,6571,20150420,21,49,2015-04-20 21:30:23,1,14.5,14.5,14.5,False,2,2,30.75
14992,6571,20150420,21,61,2015-04-20 21:30:23,1,16.25,16.25,16.25,False,2,2,30.75
14993,6572,20150421,11,65,2015-04-21 11:20:15,1,20.75,20.75,20.75,False,1,1,20.75
14994,6573,20150421,11,29,2015-04-21 11:21:00,1,16.5,16.5,16.5,False,1,1,16.5
14995,6574,20150421,11,37,2015-04-21 11:40:50,1,16.75,16.75,16.75,False,1,1,16.75
14996,6575,20150421,11,65,2015-04-21 11:44:09,1,20.75,20.75,20.75,False,1,1,20.75
14997,6576,20150421,12,11,2015-04-21 12:00:19,1,20.75,20.75,20.75,False,3,3,54.75
14998,6576,20150421,12,28,2015-04-21 12:00:19,1,13.25,13.25,13.25,False,3,3,54.75
14999,6576,20150421,12,83,2015-04-21 12:00:19,1,20.75,20.75,20.75,False,3,3,54.75
15000,6577,20150421,12,55,2015-04-21 12:03:12,1,16.5,16.5,16.5,False,1,1,16.5
15001,6578,20150421,12,47,2015-04-21 12:07:46,1,20.5,20.5,20.5,False,3,3,48.0
15002,6578,20150421,12,48,2015-04-21 12:07:46,1,11.0,11.0,11.0,False,3,3,48.0
15003,6578,20150421,12,73,2015-04-21 12:07:46,1,16.5,16.5,16.5,False,3,3,48.0
15004,6579,20150421,12,21,2015-04-21 12:19:53,1,18.5,18.5,18.5,False,3,3,55.75
15005,6579,20150421,12,34,2015-04-21 12:19:53,1,16.5,16.5,16.5,False,3,3,55.75
15006,6579,20150421,12,68,2015-04-21 12:19:53,1,20.75,20.75,20.75,False,3,3,55.75
15007,6580,20150421,12,3,2015-04-21 12:25:55,1,20.75,20.75,20.75,False,1,1,20.75
15008,6581,20150421,12,6,2015-04-21 12:26:29,1,12.25,12.25,12.25,False,4,4,57.5
15009,6581,20150421,12,11,2015-04-21 12:26:29,1,20.75,20.75,20.75,False,4,4,57.5
15010,6581,20150421,12,18,2015-04-21 12:26:29,1,12.0,12.0,12.0,False,4,4,57.5
15011,6581,20150421,12,72,2015-04-21 12:26:29,1,12.5,12.5,12.5,False,4,4,57.5
15012,6582,20150421,12,34,2015-04-21 12:30:58,1,16.5,16.5,16.5,False,3,3,53.75
15013,6582,20150421,12,58,2015-04-21 12:30:58,1,16.5,16.5,16.5,False,3,3,53.75
15014,6582,20150421,12,68,2015-04-21 12:30:58,1,20.75,20.75,20.75,False,3,3,53.75
15015,6583,20150421,12,32,2015-04-21 12:48:33,1,20.5,20.5,20.5,False,3,3,61.0
15016,6583,20150421,12,44,2015-04-21 12:48:33,1,20.25,20.25,20.25,False,3,3,61.0
15017,6583,20150421,12,91,2015-04-21 12:48:33,1,20.25,20.25,20.25,False,3,3,61.0
15018,6584,20150421,12,23,2015-04-21 12:56:37,1,17.95,17.95,17.95,False,3,3,54.45
15019,6584,20150421,12,43,2015-04-21 12:56:37,1,16.0,16.0,16.0,False,3,3,54.45
15020,6584,20150421,12,47,2015-04-21 12:56:37,1,20.5,20.5,20.5,False,3,3,54.45
15021,6585,20150421,13,4,2015-04-21 13:00:35,1,12.0,12.0,12.0,False,3,3,41.25
15022,6585,20150421,13,19,2015-04-21 13:00:35,1,16.0,16.0,16.0,False,3,3,41.25
15023,6585,20150421,13,28,2015-04-21 13:00:35,1,13.25,13.25,13.25,False,3,3,41.25
15024,6586,20150421,13,36,2015-04-21 13:15:34,1,12.75,12.75,12.75,False,3,3,37.5
15025,6586,20150421,13,39,2015-04-21 13:15:34,1,12.0,12.0,12.0,False,3,3,37.5
15026,6586,20150421,13,81,2015-04-21 13:15:34,1,12.75,12.75,12.75,False,3,3,37.5
15027,6587,20150421,13,17,2015-04-21 13:18:01,1,20.75,20.75,20.75,False,1,1,20.75
15028,6588,20150421,13,2,2015-04-21 13:21:50,1,16.75,16.75,16.75,False,12,12,198.0
15029,6588,20150421,13,17,2015-04-21 13:21:50,1,20.75,20.75,20.75,False,12,12,198.0
15030,6588,20150421,13,15,2015-04-21 13:21:50,1,12.75,12.75,12.75,False,12,12,198.0
15031,6588,20150421,13,21,2015-04-21 13:21:50,1,18.5,18.5,18.5,False,12,12,198.0
15032,6588,20150421,13,28,2015-04-21 13:21:50,1,13.25,13.25,13.25,False,12,12,198.0
15033,6588,20150421,13,35,2015-04-21 13:21:50,1,20.75,20.75,20.75,False,12,12,198.0
15034,6588,20150421,13,38,2015-04-21 13:21:50,1,21.0,21.0,21.0,False,12,12,198.0
15035,6588,20150421,13,50,2015-04-21 13:21:50,1,17.5,17.5,17.5,False,12,12,198.0
15036,6588,20150421,13,48,2015-04-21 13:21:50,1,11.0,11.0,11.0,False,12,12,198.0
15037,6588,20150421,13,54,2015-04-21 13:21:50,1,12.5,12.5,12.5,False,12,12,198.0
15038,6588,20150421,13,64,2015-04-21 13:21:50,1,16.5,16.5,16.5,False,12,12,198.0
15039,6588,20150421,13,67,2015-04-21 13:21:50,1,16.75,16.75,16.75,False,12,12,198.0
15040,6589,20150421,13,83,2015-04-21 13:33:22,1,20.75,20.75,20.75,False,1,1,20.75
15041,6590,20150421,13,19,2015-04-21 13:39:06,1,16.0,16.0,16.0,False,1,1,16.0
15042,6591,20150421,13,4,2015-04-21 13:46:19,1,12.0,12.0,12.0,False,1,1,12.0
15043,6592,20150421,14,3,2015-04-21 14:25:55,1,20.75,20.75,20.75,False,9,11,189.75
15044,6592,20150421,14,2,2015-04-21 14:25:55,1,16.75,16.75,16.75,False,9,11,189.75
15045,6592,20150421,14,16,2015-04-21 14:25:55,1,16.75,16.75,16.75,False,9,11,189.75
15046,6592,20150421,14,21,2015-04-21 14:25:55,2,18.5,37.0,37.0,False,9,11,189.75
15047,6592,20150421,14,35,2015-04-21 14:25:55,1,20.75,20.75,20.75,False,9,11,189.75
15048,6592,20150421,14,62,2015-04-21 14:25:55,1,20.25,20.25,20.25,False,9,11,189.75
15049,6592,20150421,14,61,2015-04-21 14:25:55,2,16.25,32.5,32.5,False,9,11,189.75
15050,6592,20150421,14,60,2015-04-21 14:25:55,1,12.25,12.25,12.25,False,9,11,189.75
15051,6592,20150421,14,66,2015-04-21 14:25:55,1,12.75,12.75,12.75,False,9,11,189.75
15052,6593,20150421,14,52,2015-04-21 14:29:19,1,12.5,12.5,12.5,False,3,3,37.5
15053,6593,20150421,14,57,2015-04-21 14:29:19,1,12.5,12.5,12.5,False,3,3,37.5
15054,6593,20150421,14,69,2015-04-21 14:29:19,1,12.5,12.5,12.5,False,3,3,37.5
15055,6594,20150421,14,55,2015-04-21 14:29:24,1,16.5,16.5,16.5,False,1,1,16.5
15056,6595,20150421,14,9,2015-04-21 14:31:29,1,12.75,12.75,12.75,False,2,2,30.7
15057,6595,20150421,14,23,2015-04-21 14:31:29,1,17.95,17.95,17.95,False,2,2,30.7
15058,6596,20150421,14,34,2015-04-21 14:50:58,1,16.5,16.5,16.5,False,1,1,16.5
15059,6597,20150421,15,2,2015-04-21 15:26:47,1,16.75,16.75,16.75,False,4,4,65.5
15060,6597,20150421,15,55,2015-04-21 15:26:47,1,16.5,16.5,16.5,False,4,4,65.5
15061,6597,20150421,15,61,2015-04-21 15:26:47,1,16.25,16.25,16.25,False,4,4,65.5
15062,6597,20150421,15,76,2015-04-21 15:26:47,1,16.0,16.0,16.0,False,4,4,65.5
15063,6598,20150421,15,61,2015-04-21 15:39:46,1,16.25,16.25,16.25,False,1,1,16.25
15064,6599,20150421,15,30,2015-04-21 15:45:21,1,12.0,12.0,12.0,False,2,2,24.0
15065,6599,20150421,15,45,2015-04-21 15:45:21,1,12.0,12.0,12.0,False,2,2,24.0
15066,6600,20150421,16,11,2015-04-21 16:04:52,1,20.75,20.75,20.75,False,2,2,37.5
15067,6600,20150421,16,67,2015-04-21 16:04:52,1,16.75,16.75,16.75,False,2,2,37.5
15068,6601,20150421,16,79,2015-04-21 16:23:27,1,16.5,16.5,16.5,False,1,1,16.5
15069,6602,20150421,16,9,2015-04-21 16:25:21,1,12.75,12.75,12.75,False,2,2,29.25
15070,6602,20150421,16,55,2015-04-21 16:25:21,1,16.5,16.5,16.5,False,2,2,29.25
15071,6603,20150421,16,10,2015-04-21 16:30:47,1,16.75,16.75,16.75,False,1,1,16.75
15072,6604,20150421,16,75,2015-04-21 16:42:53,1,12.0,12.0,12.0,False,1,1,12.0
15073,6605,20150421,16,23,2015-04-21 16:54:55,2,17.95,35.9,35.9,False,1,2,35.9
15074,6606,20150421,16,63,2015-04-21 16:56:18,1,12.5,12.5,12.5,False,1,1,12.5
15075,6607,20150421,16,20,2015-04-21 16:57:26,1,20.5,20.5,20.5,False,2,2,38.45
15076,6607,20150421,16,23,2015-04-21 16:57:26,1,17.95,17.95,17.95,False,2,2,38.45
15077,6608,20150421,17,39,2015-04-21 17:23:24,1,12.0,12.0,12.0,False,2,2,32.75
15078,6608,20150421,17,71,2015-04-21 17:23:24,1,20.75,20.75,20.75,False,2,2,32.75
15079,6609,20150421,17,13,2015-04-21 17:35:24,1,16.75,16.75,16.75,False,3,3,57.75
15080,6609,20150421,17,44,2015-04-21 17:35:24,1,20.25,20.25,20.25,False,3,3,57.75
15081,6609,20150421,17,74,2015-04-21 17:35:24,1,20.75,20.75,20.75,False,3,3,57.75
15082,6610,20150421,17,25,2015-04-21 17:48:52,1,16.0,16.0,16.0,False,1,1,16.0
15083,6611,20150421,18,9,2015-04-21 18:06:39,1,12.75,12.75,12.75,False,3,3,41.75
15084,6611,20150421,18,34,2015-04-21 18:06:39,1,16.5,16.5,16.5,False,3,3,41.75
15085,6611,20150421,18,54,2015-04-21 18:06:39,1,12.5,12.5,12.5,False,3,3,41.75
15086,6612,20150421,18,50,2015-04-21 18:22:56,1,17.5,17.5,17.5,False,1,1,17.5
15087,6613,20150421,18,19,2015-04-21 18:43:11,1,16.0,16.0,16.0,False,1,1,16.0
15088,6614,20150421,18,71,2015-04-21 18:47:47,1,20.75,20.75,20.75,False,1,1,20.75
15089,6615,20150421,18,59,2015-04-21 18:48:51,1,20.75,20.75,20.75,False,1,1,20.75
15090,6616,20150421,18,38,2015-04-21 18:51:16,1,21.0,21.0,21.0,False,2,2,41.25
15091,6616,20150421,18,41,2015-04-21 18:51:16,1,20.25,20.25,20.25,False,2,2,41.25
15092,6617,20150421,18,4,2015-04-21 18:58:21,1,12.0,12.0,12.0,False,2,2,32.75
15093,6617,20150421,18,17,2015-04-21 18:58:21,1,20.75,20.75,20.75,False,2,2,32.75
15094,6618,20150421,19,7,2015-04-21 19:01:22,1,16.25,16.25,16.25,False,2,2,31.5
15095,6618,20150421,19,53,2015-04-21 19:01:22,1,15.25,15.25,15.25,False,2,2,31.5
15096,6619,20150421,19,33,2015-04-21 19:05:18,1,12.5,12.5,12.5,False,2,2,29.25
15097,6619,20150421,19,82,2015-04-21 19:05:18,1,16.75,16.75,16.75,False,2,2,29.25
15098,6620,20150421,19,2,2015-04-21 19:13:18,1,16.75,16.75,16.75,False,2,2,28.75
15099,6620,20150421,19,45,2015-04-21 19:13:18,1,12.0,12.0,12.0,False,2,2,28.75
15100,6621,20150421,19,2,2015-04-21 19:21:51,1,16.75,16.75,16.75,False,3,3,58.25
15101,6621,20150421,19,19,2015-04-21 19:21:51,1,16.0,16.0,16.0,False,3,3,58.25
15102,6621,20150421,19,87,2015-04-21 19:21:51,1,25.5,25.5,25.5,False,3,3,58.25
15103,6622,20150421,19,39,2015-04-21 19:22:52,1,12.0,12.0,12.0,False,2,2,23.0
15104,6622,20150421,19,48,2015-04-21 19:22:52,1,11.0,11.0,11.0,False,2,2,23.0
15105,6623,20150421,19,83,2015-04-21 19:32:03,1,20.75,20.75,20.75,False,1,1,20.75
15106,6624,20150421,19,26,2015-04-21 19:47:05,1,20.25,20.25,20.25,False,1,1,20.25
15107,6625,20150421,19,23,2015-04-21 19:57:01,1,17.95,17.95,17.95,False,2,2,33.95
15108,6625,20150421,19,90,2015-04-21 19:57:01,1,16.0,16.0,16.0,False,2,2,33.95
15109,6626,20150421,20,34,2015-04-21 20:02:44,1,16.5,16.5,16.5,False,1,1,16.5
15110,6627,20150421,20,90,2015-04-21 20:04:22,1,16.0,16.0,16.0,False,1,1,16.0
15111,6628,20150421,20,19,2015-04-21 20:25:05,1,16.0,16.0,16.0,False,2,3,41.0
15112,6628,20150421,20,52,2015-04-21 20:25:05,2,12.5,25.0,25.0,False,2,3,41.0
15113,6629,20150421,20,21,2015-04-21 20:27:45,1,18.5,18.5,18.5,False,3,3,54.0
15114,6629,20150421,20,22,2015-04-21 20:27:45,1,14.75,14.75,14.75,False,3,3,54.0
15115,6629,20150421,20,83,2015-04-21 20:27:45,1,20.75,20.75,20.75,False,3,3,54.0
15116,6630,20150421,20,28,2015-04-21 20:35:02,1,13.25,13.25,13.25,False,2,2,29.25
15117,6630,20150421,20,43,2015-04-21 20:35:02,1,16.0,16.0,16.0,False,2,2,29.25
15118,6631,20150421,21,18,2015-04-21 21:22:18,1,12.0,12.0,12.0,False,2,2,29.95
15119,6631,20150421,21,23,2015-04-21 21:22:18,1,17.95,17.95,17.95,False,2,2,29.95
15120,6632,20150421,21,18,2015-04-21 21:45:38,1,12.0,12.0,12.0,False,1,1,12.0
15121,6633,20150421,22,19,2015-04-21 22:14:53,1,16.0,16.0,16.0,False,2,2,32.5
15122,6633,20150421,22,70,2015-04-21 22:14:53,1,16.5,16.5,16.5,False,2,2,32.5
15123,6634,20150422,11,67,2015-04-22 11:27:55,1,16.75,16.75,16.75,False,1,1,16.75
15124,6635,20150422,11,17,2015-04-22 11:31:21,1,20.75,20.75,20.75,False,4,4,66.0
15125,6635,20150422,11,36,2015-04-22 11:31:21,1,12.75,12.75,12.75,False,4,4,66.0
15126,6635,20150422,11,58,2015-04-22 11:31:21,1,16.5,16.5,16.5,False,4,4,66.0
15127,6635,20150422,11,90,2015-04-22 11:31:21,1,16.0,16.0,16.0,False,4,4,66.0
15128,6636,20150422,11,43,2015-04-22 11:45:43,1,16.0,16.0,16.0,False,1,1,16.0
15129,6637,20150422,11,69,2015-04-22 11:47:18,1,12.5,12.5,12.5,False,1,1,12.5
15130,6638,20150422,11,34,2015-04-22 11:48:30,1,16.5,16.5,16.5,False,3,3,53.25
15131,6638,20150422,11,43,2015-04-22 11:48:30,1,16.0,16.0,16.0,False,3,3,53.25
15132,6638,20150422,11,83,2015-04-22 11:48:30,1,20.75,20.75,20.75,False,3,3,53.25
15133,6639,20150422,11,13,2015-04-22 11:55:56,1,16.75,16.75,16.75,False,11,12,182.5
15134,6639,20150422,11,18,2015-04-22 11:55:56,1,12.0,12.0,12.0,False,11,12,182.5
15135,6639,20150422,11,24,2015-04-22 11:55:56,1,12.0,12.0,12.0,False,11,12,182.5
15136,6639,20150422,11,50,2015-04-22 11:55:56,1,17.5,17.5,17.5,False,11,12,182.5
15137,6639,20150422,11,56,2015-04-22 11:55:56,1,20.75,20.75,20.75,False,11,12,182.5
15138,6639,20150422,11,54,2015-04-22 11:55:56,1,12.5,12.5,12.5,False,11,12,182.5
15139,6639,20150422,11,60,2015-04-22 11:55:56,1,12.25,12.25,12.25,False,11,12,182.5
15140,6639,20150422,11,69,2015-04-22 11:55:56,1,12.5,12.5,12.5,False,11,12,182.5
15141,6639,20150422,11,77,2015-04-22 11:55:56,1,20.25,20.25,20.25,False,11,12,182.5
15142,6639,20150422,11,78,2015-04-22 11:55:56,1,12.5,12.5,12.5,False,11,12,182.5
15143,6639,20150422,11,82,2015-04-22 11:55:56,2,16.75,33.5,33.5,False,11,12,182.5
15144,6640,20150422,12,73,2015-04-22 12:01:17,1,16.5,16.5,16.5,False,1,1,16.5
15145,6641,20150422,12,52,2015-04-22 12:03:04,1,12.5,12.5,12.5,False,1,1,12.5
15146,6642,20150422,12,4,2015-04-22 12:04:37,1,12.0,12.0,12.0,False,4,4,53.5
15147,6642,20150422,12,24,2015-04-22 12:04:37,1,12.0,12.0,12.0,False,4,4,53.5
15148,6642,20150422,12,67,2015-04-22 12:04:37,1,16.75,16.75,16.75,False,4,4,53.5
15149,6642,20150422,12,81,2015-04-22 12:04:37,1,12.75,12.75,12.75,False,4,4,53.5
15150,6643,20150422,12,3,2015-04-22 12:24:35,1,20.75,20.75,20.75,False,2,2,37.5
15151,6643,20150422,12,2,2015-04-22 12:24:35,1,16.75,16.75,16.75,False,2,2,37.5
15152,6644,20150422,12,21,2015-04-22 12:40:39,1,18.5,18.5,18.5,False,1,1,18.5
15153,6645,20150422,12,49,2015-04-22 12:50:12,1,14.5,14.5,14.5,False,2,2,35.25
15154,6645,20150422,12,56,2015-04-22 12:50:12,1,20.75,20.75,20.75,False,2,2,35.25
15155,6646,20150422,13,31,2015-04-22 13:06:46,1,16.0,16.0,16.0,False,1,1,16.0
15156,6647,20150422,13,31,2015-04-22 13:11:30,1,16.0,16.0,16.0,False,2,2,36.75
15157,6647,20150422,13,80,2015-04-22 13:11:30,1,20.75,20.75,20.75,False,2,2,36.75
15158,6648,20150422,13,20,2015-04-22 13:18:06,1,20.5,20.5,20.5,False,1,1,20.5
15159,6649,20150422,13,6,2015-04-22 13:30:53,1,12.25,12.25,12.25,False,3,3,45.25
15160,6649,20150422,13,60,2015-04-22 13:30:53,1,12.25,12.25,12.25,False,3,3,45.25
15161,6649,20150422,13,83,2015-04-22 13:30:53,1,20.75,20.75,20.75,False,3,3,45.25
